sentences_ref,words_ref,sentences_intro,words_intro,sentences_mat,words_mat,sentences_conc,words_conc
8,169,27,792,49,1123,129,4017
8,165,35,900,345,2806,144,3023
11,278,24,617,47,795,86,2444
14,264,28,659,57,1006,112,2736
4,65,19,407,41,268,14,265
8,188,26,641,68,1384,34,882
12,252,29,667,44,992,72,1441
11,197,14,385,31,675,45,1222
11,168,17,423,56,1112,65,1365
8,149,29,667,26,473,111,2353
6,183,12,376,47,1250,108,2569
11,219,14,327,81,1314,386,2305
9,163,30,836,27,473,192,3536
24,255,64,714,49,608,245,2849
12,241,17,380,47,959,52,1204
10,164,21,424,102,1499,166,3473
9,256,21,550,33,616,51,1292
9,122,22,562,90,1586,112,2462
12,146,16,270,3,24,96,2110
7,164,31,914,56,953,114,2183
17,254,15,365,44,728,116,3348
17,278,33,954,90,1761,71,2031
8,222,15,452,59,1032,48,1788
15,252,1,1,59,1267,91,1988
10,200,19,547,58,1193,43,1247
8,148,21,679,12,208,121,3572
17,371,23,580,32,684,76,1771
10,206,24,489,93,2194,245,3885
11,294,53,1275,150,3397,7,139
7,181,33,987,44,903,63,2180
8,200,19,544,58,967,75,1425
11,234,25,603,64,1375,280,2393
7,151,20,604,61,966,50,1622
14,243,22,574,52,1011,92,2128
16,231,15,310,75,1728,42,990
10,244,29,718,89,1752,203,4466
13,210,15,361,34,493,73,1705
16,290,27,694,88,1308,66,1769
12,196,15,250,45,918,947,2190
6,140,27,632,96,1268,52,1079
15,232,18,444,77,1129,61,1122
10,248,39,985,97,1703,81,2184
15,234,24,513,42,787,51,951
9,223,33,836,168,3203,1359,1932
11,243,14,364,44,853,113,2996
8,162,28,647,63,1055,164,2549
10,203,36,784,54,1149,100,1700
13,298,28,733,74,1526,91,3291
11,269,27,615,97,1688,219,4168
16,239,25,541,49,693,131,2669
9,197,16,401,45,799,46,1263
26,250,15,292,104,1666,6,108
16,257,18,416,118,2235,162,3037
8,194,27,709,33,937,65,2131
12,223,15,328,72,1100,90,1784
11,198,32,814,48,1037,81,2018
20,357,4,68,83,1393,94,2113
12,225,10,252,18,305,76,1688
13,233,39,735,25,491,135,3148
14,209,20,382,35,654,68,1556
7,161,23,568,38,677,115,2871
6,129,17,456,42,653,61,1128
13,252,29,654,66,1553,113,2119
8,185,18,409,20,316,55,1254
9,249,17,418,123,2340,150,3500
11,235,24,496,82,1631,283,5011
12,246,15,464,156,3183,325,6150
8,152,40,1114,56,1208,53,887
13,190,20,506,63,1320,96,1876
7,144,23,537,39,444,122,2210
9,249,13,397,70,1281,159,4158
10,252,20,595,8,117,193,3501
10,254,27,976,67,1484,215,2735
8,176,13,327,39,818,124,3329
9,157,18,481,105,1552,157,4118
9,196,21,473,40,782,141,2556
11,244,15,317,27,302,53,1157
9,172,18,409,28,412,38,1016
12,247,20,441,70,1827,157,3640
12,236,14,286,34,678,64,1885
10,234,13,352,69,1252,89,1922
14,266,18,452,36,692,51,1285
8,124,25,526,77,1377,87,1188
10,174,10,244,42,878,137,2340
10,202,21,536,89,1481,120,1723
14,235,27,459,90,1378,132,2459
14,206,37,757,46,884,44,835
6,126,23,607,48,1155,68,1628
12,207,11,279,32,566,54,1112
11,262,31,886,53,865,177,4593
8,239,20,526,56,1390,122,2800
18,243,8,151,57,939,109,1724
9,208,24,518,70,1208,113,2476
11,216,26,729,113,2404,103,2338
9,158,14,367,64,1155,96,2260
11,238,21,642,29,500,53,1379
9,141,61,1398,58,1109,36,704
8,203,24,503,71,1615,76,1893
15,243,14,397,34,829,86,2144
13,228,3,43,5,77,99,2111
10,222,26,714,63,1152,77,1780
12,143,37,808,40,872,66,1391
6,153,15,469,34,800,81,2014
8,177,29,634,44,821,100,2133
13,273,19,455,62,1025,107,1975
8,170,29,585,111,1824,95,892
11,256,17,407,102,1919,107,2629
10,222,28,562,41,621,35,909
9,228,17,436,36,735,167,3835
13,228,10,338,36,711,34,783
12,202,18,511,40,759,36,939
7,190,18,498,58,1198,92,2355
14,253,31,639,23,394,99,2199
7,156,17,444,24,421,109,2639
12,238,31,721,32,782,59,1700
6,168,27,660,61,793,84,1892
1,1,25,509,66,1318,67,1365
8,170,11,311,32,845,88,2477
11,183,24,508,41,737,98,1618
8,210,18,463,71,1201,69,1927
11,247,35,855,109,1551,52,1324
6,164,6,160,25,517,61,1213
9,164,24,546,59,928,81,1709
15,241,19,540,83,1871,129,2044
10,204,36,1028,23,721,101,2132
10,178,15,467,55,1119,66,1362
14,245,16,334,55,889,26,620
8,153,33,818,30,475,125,3050
13,270,22,585,45,1189,75,2531
10,231,13,355,78,1409,155,3437
12,263,35,894,67,1099,109,3014
21,244,18,479,60,1106,39,817
15,240,31,591,89,1484,338,5355
10,256,39,768,170,2794,18,562
7,192,18,424,30,371,162,3319
20,202,29,474,135,1926,289,3992
7,151,33,725,209,4318,81,719
12,209,37,809,54,875,96,2055
8,130,19,362,48,1066,45,813
6,214,23,757,78,1840,102,2674
11,239,28,758,91,1876,82,2125
13,277,13,307,53,996,71,1729
8,162,34,980,71,1568,126,2323
12,290,15,403,37,824,97,2578
13,250,18,384,60,1090,81,1770
8,193,15,470,72,1290,78,966
13,239,31,728,101,1812,76,1775
9,138,21,417,29,450,120,1541
12,232,46,698,44,420,138,2501
23,364,10,247,37,765,155,1545
15,259,4,53,2,50,111,2877
18,362,29,771,75,1486,121,2281
10,208,19,499,7,102,155,3237
9,223,22,554,52,1243,82,1828
9,133,17,326,83,1405,4,56
20,242,22,461,42,595,527,2386
19,222,44,1067,220,3256,176,438
7,160,13,397,35,680,51,1252
11,180,27,540,49,1136,141,1909
12,250,22,417,142,2832,290,5899
5,127,44,813,214,4896,7,160
10,216,21,518,57,883,199,2817
17,350,25,592,64,1099,77,1566
19,246,23,466,17,245,61,1037
13,227,17,411,34,577,127,2175
14,245,37,767,79,1359,44,1050
13,251,23,548,50,891,178,3106
12,222,16,439,30,504,121,1787
9,169,2,21,5,66,207,3938
6,108,24,528,11,193,34,718
8,196,25,593,20,239,80,1351
13,241,24,565,25,447,136,2697
6,101,19,394,126,1783,67,621
1,1,19,347,36,623,62,1260
9,167,24,724,83,1615,152,3144
15,257,20,547,46,749,122,2575
11,207,13,331,54,994,80,1886
7,158,15,353,97,2071,66,1831
6,113,42,1121,30,591,145,1131
6,143,15,500,62,1428,30,887
9,184,10,277,4,53,53,1338
16,239,4,69,43,619,34,722
8,172,24,526,56,853,15,328
8,144,28,573,57,1040,50,1049
8,166,19,466,38,755,176,2877
8,149,9,166,40,1088,133,2982
12,242,16,341,39,850,79,1963
9,191,18,532,66,1535,79,2301
7,177,29,780,41,634,189,2699
7,161,23,679,40,884,233,5024
5,114,21,560,43,728,206,3960
8,162,26,625,49,1095,213,2369
14,253,15,402,71,1703,79,1791
10,246,23,622,30,559,108,3120
11,219,16,422,56,871,72,1677
6,153,16,332,35,980,77,2268
17,268,17,456,6,104,34,841
16,237,14,303,72,1648,72,1497
11,254,24,635,62,1129,87,2468
13,259,31,830,86,1352,70,1482
12,269,26,548,54,732,116,2289
10,176,7,207,54,1050,57,1423
12,268,23,530,54,926,62,1083
8,326,30,979,58,1326,182,2935
9,159,20,521,32,584,84,1793
11,247,30,627,40,762,55,1310
12,239,12,359,37,749,46,1169
9,177,19,450,14,197,65,1493
9,162,25,589,150,2209,142,3287
19,158,23,728,55,927,113,2259
11,260,32,903,40,977,275,6164
15,305,33,773,18,312,94,2269
15,250,35,653,96,1662,253,3988
14,225,22,532,73,1362,69,1827
9,183,32,797,51,823,61,1546
7,155,21,538,161,3179,62,1684
7,141,10,313,48,858,69,1875
5,109,9,123,78,1760,76,1514
7,99,13,300,40,582,81,1479
10,160,33,627,44,819,76,1400
9,202,21,487,44,816,87,2150
11,204,9,276,46,688,71,1618
11,243,27,727,107,2119,162,4229
7,170,13,266,39,830,88,1212
11,272,40,1363,67,1471,79,1777
8,189,17,476,56,1212,115,2487
10,193,25,640,4,73,82,2082
13,215,14,289,23,404,102,1679
14,227,24,498,22,391,42,847
8,127,55,1181,40,778,99,1772
9,192,20,472,61,925,229,4464
10,261,22,739,54,1303,66,1947
19,266,26,531,31,540,88,1868
27,284,17,338,45,668,90,1761
6,171,11,332,33,976,590,1413
13,284,31,687,54,1137,285,5554
10,275,21,568,30,550,96,1489
11,251,10,268,104,2144,265,2538
13,247,20,390,3,35,42,955
12,274,16,478,72,1811,68,2161
15,288,23,525,21,251,50,960
1,1,22,532,85,1660,58,1422
25,252,9,271,48,928,101,1978
14,244,15,361,70,1292,75,1465
1,1,17,408,56,1284,69,1801
6,165,19,553,52,760,105,2742
10,219,24,407,35,582,139,2637
9,227,23,580,27,358,37,1186
13,257,16,360,93,1444,93,1971
5,141,25,640,55,1163,141,3685
8,198,36,973,51,992,166,5442
6,162,67,1463,41,839,288,3603
7,152,15,358,129,1893,155,3683
9,191,20,630,95,1866,236,4621
7,212,17,441,24,382,123,2832
10,161,13,325,71,954,85,2171
7,208,24,626,59,1013,140,3297
8,262,13,406,97,1613,162,2768
11,219,18,357,43,727,64,1495
10,196,12,316,93,2002,68,1618
8,136,3,30,2,30,17,262
13,214,20,515,63,966,74,1744
13,191,25,485,83,1311,64,937
8,121,12,211,56,938,43,1054
19,351,24,463,38,877,79,1657
9,179,17,451,51,1101,93,1057
14,230,13,259,40,802,435,2750
10,200,15,306,60,1071,134,2872
10,216,25,638,45,866,174,3513
9,139,50,1003,50,834,89,1846
15,241,17,470,51,1090,80,1605
4,148,20,865,94,2933,188,1571
1,1,15,345,37,842,115,2220
12,181,23,393,16,365,79,1698
8,113,5,111,32,479,19,360
11,217,16,349,30,589,285,4781
10,197,24,698,45,874,104,2402
14,338,4,102,49,906,118,2645
10,194,24,534,46,614,54,1194
6,152,30,684,35,876,176,1737
12,247,19,427,47,953,136,2882
12,222,16,371,32,739,89,1830
10,253,29,683,123,2355,86,2340
8,209,24,582,13,201,65,1804
8,200,18,414,70,1304,128,2889
11,265,33,632,7,36,147,2411
8,140,16,304,32,513,62,1164
9,239,17,400,45,823,87,2309
11,238,19,571,100,1820,171,2105
1,1,10,207,18,306,21,495
12,320,18,458,73,940,282,2094
15,300,3,46,5,62,76,1090
12,227,18,335,27,416,119,2291
14,207,6,146,24,500,22,434
12,259,38,746,48,567,124,2725
6,104,18,376,60,1031,92,2310
7,162,29,721,26,398,59,1369
11,253,25,571,20,313,139,3063
11,159,10,226,76,1330,72,1489
9,211,15,390,89,1910,33,793
10,202,76,1517,33,708,106,2171
9,199,24,580,60,1255,169,3828
7,179,19,424,23,372,53,1544
7,155,12,298,60,908,40,1013
6,146,11,308,30,559,90,1774
11,238,18,565,39,1029,42,1185
6,122,56,1345,34,662,170,2558
10,227,12,352,40,712,105,2108
15,265,22,452,41,652,116,2110
7,224,26,867,83,1685,419,5472
10,236,26,626,26,543,187,4599
11,257,31,632,101,1909,104,1820
12,257,21,530,26,435,158,3094
11,371,35,914,66,1254,167,3597
10,166,30,613,22,335,107,2212
7,140,36,1194,69,1608,89,2207
15,258,46,1047,54,1011,145,3316
9,188,25,507,75,1282,36,816
5,105,14,418,19,471,41,1278
10,250,32,904,72,1643,147,3627
14,253,24,533,103,2507,80,1779
22,304,19,497,22,492,96,1705
6,151,26,584,34,525,10,273
9,214,21,602,71,1641,94,2334
7,190,23,608,35,681,163,3114
11,182,17,344,51,1121,130,2270
7,101,15,396,54,1134,48,1075
18,248,19,505,48,901,56,1370
10,209,46,1219,71,1548,130,2562
12,313,34,781,59,1030,167,3915
8,157,10,235,107,1690,160,552
9,215,17,425,138,2700,153,3890
13,307,17,354,57,914,127,1647
14,188,10,256,36,852,90,2048
11,269,26,630,43,674,100,2499
12,158,44,1140,96,2117,6,134
11,266,21,509,55,1272,68,2028
14,270,29,864,82,1780,475,9039
11,210,20,445,69,1034,7,94
17,229,22,443,52,781,77,1699
12,250,20,503,41,716,104,2338
8,241,24,759,102,2155,105,3032
14,254,4,90,5,61,101,2369
11,245,12,282,80,1873,38,831
12,285,28,721,155,3312,141,4042
1,1,22,498,14,208,96,1878
13,210,17,323,46,870,81,1705
13,254,23,449,10,209,42,1178
10,233,15,370,15,359,38,832
11,198,30,733,94,1804,61,1525
9,186,23,389,50,934,62,1218
10,178,26,543,73,1504,94,1935
12,274,29,761,40,745,78,1883
10,257,26,653,47,986,82,1558
13,266,36,916,82,1731,105,2897
13,270,23,485,13,200,104,2361
12,238,19,493,52,983,5,127
7,195,25,815,48,1015,105,3266
8,173,19,536,21,431,63,1923
8,206,47,1123,82,1400,144,3176
13,245,23,520,45,890,130,1866
11,217,20,460,38,1044,99,2547
12,196,17,378,45,791,67,1477
10,178,27,708,101,1824,135,2615
9,165,12,209,50,763,90,1741
17,317,19,538,34,628,101,2366
10,149,8,146,27,465,8,114
13,227,19,365,119,2023,128,2838
11,199,13,336,64,1328,83,1812
16,232,22,500,68,1353,143,2158
16,140,24,592,63,1268,88,1587
11,280,24,597,89,1693,64,1311
6,122,14,316,84,944,72,1585
9,239,36,879,123,2617,15,350
10,232,28,637,65,1027,109,2577
10,257,25,705,41,709,61,1474
18,240,16,290,26,447,39,942
8,193,15,444,65,1293,53,947
10,160,15,302,41,771,86,1500
14,254,42,1001,67,896,420,2618
11,264,16,378,48,853,47,1511
11,203,12,369,25,521,73,1991
8,166,24,492,174,2063,80,1872
12,237,19,494,84,1148,267,4924
13,194,16,267,57,895,134,2024
12,255,27,646,39,722,94,2514
10,162,17,445,23,497,76,1496
9,196,21,599,17,306,81,2056
8,137,22,475,19,314,72,1357
11,252,43,1199,136,1079,196,4681
7,145,16,335,24,328,85,1194
7,167,13,254,16,328,51,1162
10,256,20,544,43,823,190,4346
9,257,39,936,20,271,128,3138
7,192,36,998,49,973,60,1700
10,201,21,569,44,838,78,2218
13,253,30,634,50,1011,79,1671
9,241,26,693,28,546,96,2228
9,227,20,531,61,1507,63,1545
12,203,18,392,17,268,77,1691
9,240,22,726,63,1428,119,2912
9,178,8,183,26,533,42,1023
8,222,19,457,79,1512,80,2314
11,212,26,553,88,1674,130,2482
14,223,31,894,55,1157,85,2085
13,244,24,566,62,1078,193,2213
13,237,27,712,77,1116,185,3179
10,181,19,515,73,1351,85,1890
7,200,19,561,39,755,62,1661
9,192,17,577,69,1081,113,2777
14,233,23,521,78,1231,59,1170
14,202,10,183,33,596,46,957
9,210,24,549,82,1372,40,1316
13,225,4,77,86,1684,3,38
9,199,30,805,47,933,103,2858
11,218,21,503,38,631,48,1168
12,210,21,456,57,754,150,3302
12,233,18,450,35,581,255,1793
12,254,20,473,43,835,262,2986
11,190,25,569,75,1341,170,3487
16,255,28,699,113,2001,125,3124
12,258,21,562,130,2540,214,5281
9,215,27,715,64,1324,55,1325
11,184,15,291,47,757,188,2403
11,217,26,464,78,1319,146,1791
9,157,9,240,44,942,79,1700
11,240,7,184,153,3691,89,2850
24,233,27,443,9,119,228,3188
7,106,22,513,48,981,86,1391
12,205,45,1051,119,2099,168,4097
10,254,16,419,116,2039,390,6841
9,184,17,426,51,845,63,1560
10,252,26,496,49,864,48,1260
22,298,11,318,61,1326,136,2305
12,220,24,538,64,1106,138,2846
6,145,23,817,44,1178,50,1435
17,200,8,158,51,1272,86,1508
17,227,14,270,25,351,56,1053
11,250,2,41,44,972,4,32
27,289,37,360,93,1274,187,2434
9,205,24,669,104,2103,108,2660
8,166,15,356,36,624,65,1492
6,142,14,448,89,1539,55,1644
17,228,6,109,43,918,136,2061
18,363,12,260,51,886,87,1775
9,222,22,554,56,1000,84,1970
11,240,3,63,4,72,6,112
13,262,22,488,69,1234,107,2305
11,247,22,495,43,801,106,2065
16,230,14,316,31,538,57,1212
10,216,30,888,33,981,80,1645
17,251,16,394,76,1654,95,2040
14,338,16,408,38,540,82,1994
12,257,16,410,57,1370,137,4023
13,229,25,574,40,776,71,1356
10,116,14,242,108,1482,13,126
12,207,26,567,64,1215,171,3078
8,186,16,468,120,1540,91,1939
10,244,20,441,39,971,43,958
1,1,33,835,52,1078,89,2235
9,197,12,301,56,853,56,912
9,215,11,285,47,1025,131,2623
18,175,42,657,117,1907,171,2693
10,221,27,654,157,2353,8,169
9,212,31,925,119,2125,124,2814
1,1,25,399,79,1208,73,1219
12,236,19,451,42,713,37,854
8,180,21,460,33,569,149,3421
12,225,18,412,27,662,84,2012
12,202,17,414,60,976,148,3571
13,211,20,398,44,579,31,607
20,279,10,253,37,836,222,3163
9,214,39,1102,323,6645,17,406
14,238,11,300,32,594,48,1454
13,254,13,380,51,1334,90,2330
15,249,4,46,4,49,22,482
8,179,43,1223,47,952,73,1760
11,246,37,944,62,1183,86,1842
10,240,17,415,44,581,139,2802
9,240,18,347,120,2439,16,442
8,113,42,856,25,297,50,702
8,165,22,536,52,933,133,3166
12,219,19,487,35,702,76,1753
24,248,14,291,69,1088,136,2175
6,151,19,476,93,2014,145,3411
10,192,10,242,11,174,72,1891
13,260,24,545,73,1304,109,2417
10,158,21,524,62,1175,255,2171
9,190,29,645,38,790,55,1101
8,155,32,749,114,1980,115,2757
11,214,25,609,72,1276,43,1057
13,255,26,603,52,935,131,2627
17,251,19,282,50,674,143,2344
7,187,17,439,60,1057,215,4050
13,289,28,618,90,2056,149,3341
10,219,16,480,33,771,71,1953
12,242,11,285,51,1081,111,2379
12,268,16,520,87,1139,155,2700
11,174,8,152,24,354,89,1795
8,216,15,430,41,639,61,1437
10,248,19,412,69,1384,114,2622
10,255,15,500,54,1207,307,3757
17,254,15,354,43,744,168,3084
10,220,30,818,87,1708,62,1724
9,153,15,299,101,1947,6,86
8,158,32,724,123,2112,231,4903
12,259,20,442,41,935,65,1568
1,1,13,248,47,957,59,1496
7,158,13,259,15,199,139,2723
6,161,30,1030,63,1033,69,1743
12,229,26,643,110,2480,4,85
13,190,19,395,119,2119,131,2132
12,252,30,638,45,811,64,1727
9,205,21,491,46,1209,115,2446
11,205,17,418,94,1550,165,3292
1,1,20,344,79,1448,174,2811
7,105,6,126,8,128,125,2223
19,320,41,747,211,3980,12,214
8,199,23,707,58,1327,327,2089
10,191,30,680,82,1710,90,1805
18,252,3,36,7,112,126,2755
14,248,13,352,29,656,104,2260
13,271,27,563,24,460,70,1766
9,219,31,782,65,1474,175,3174
15,261,45,780,84,1334,209,3419
9,180,28,515,50,816,27,585
14,245,10,216,34,459,43,1067
9,161,33,815,55,787,72,1490
6,130,24,589,81,1866,135,2081
7,153,16,398,52,995,83,1796
12,231,29,640,49,977,73,1793
9,197,2,28,4,68,107,2027
13,178,23,433,65,1208,81,1581
13,245,21,422,185,4015,180,4137
8,196,31,711,23,458,65,1212
13,225,13,352,11,160,47,1286
9,212,28,715,43,717,140,2878
7,103,11,174,36,688,62,1301
8,196,16,342,131,2436,65,708
9,240,26,589,88,1384,121,2445
8,143,22,457,38,624,61,1379
7,152,6,97,121,2713,16,360
18,387,29,656,49,798,182,4174
12,258,26,636,71,1107,63,1438
11,255,15,377,50,889,166,3446
8,111,31,667,50,1089,142,1358
11,233,20,504,28,375,72,1717
7,148,16,337,188,2896,161,2112
14,249,13,219,3,38,50,1065
12,237,22,574,68,1159,64,1826
8,204,23,590,22,537,49,1391
16,232,1,1,25,421,52,1238
9,200,43,1255,26,454,209,5491
12,297,22,486,29,481,73,1829
13,282,8,213,69,1461,87,2224
15,277,3,31,5,70,232,4680
18,360,15,326,63,1305,266,2806
8,216,30,809,184,4080,10,250
14,243,20,573,52,1086,95,2355
7,146,23,541,23,613,53,1351
11,195,23,489,90,1696,75,1703
9,213,44,1135,214,3900,8,262
8,162,17,456,84,1637,49,1213
12,197,19,302,23,461,35,706
8,171,30,733,16,321,101,2334
8,201,22,455,26,360,30,759
18,260,68,1543,67,907,89,1845
10,266,40,769,31,558,162,2512
6,151,30,653,62,1122,85,1500
11,248,47,1314,56,1251,131,3386
8,178,49,1317,39,634,90,2197
8,185,15,450,67,1179,96,2508
11,228,3,62,3,52,23,545
10,225,25,666,45,817,133,3322
12,237,20,463,66,941,33,673
14,243,30,643,49,683,28,627
7,97,10,293,55,889,307,2125
15,245,24,440,31,848,159,3230
10,179,20,499,86,1572,201,3264
8,143,10,242,59,1291,477,1978
17,254,19,361,85,1309,171,3490
17,278,11,220,59,1114,60,1323
10,180,28,584,39,633,96,1853
8,128,11,284,53,657,37,740
14,240,24,493,92,1560,103,2161
11,198,20,517,53,1117,57,1745
12,246,20,401,37,713,67,1674
10,225,2,23,63,1234,4,71
19,239,23,408,64,1013,112,2029
9,185,20,539,25,510,67,1969
9,204,22,492,31,594,80,1939
8,157,9,165,44,887,96,2075
12,209,9,175,29,532,94,1826
9,204,13,360,26,533,120,3153
9,159,23,745,57,1132,30,671
8,140,17,446,124,2015,108,2992
8,142,27,651,2,12,90,2249
13,235,17,367,52,876,217,4494
12,237,38,902,54,862,56,1448
6,129,47,1153,41,575,64,1891
8,153,26,582,27,542,39,936
12,280,38,1013,72,1296,174,3204
8,199,21,548,63,1204,149,3692
12,219,14,321,27,491,163,3016
8,165,25,545,119,1412,173,4012
7,209,38,1093,77,1797,100,2654
7,151,28,645,37,647,208,4835
8,171,17,475,40,649,58,1357
10,261,12,288,65,1208,90,2201
9,206,21,531,47,821,154,3112
8,215,26,657,45,1042,216,2465
12,199,30,523,33,461,80,1310
10,205,37,911,37,484,51,1381
9,161,23,442,43,742,40,868
10,226,31,792,66,1300,57,1455
13,262,26,542,184,1816,136,2825
7,179,15,374,41,724,95,3088
15,241,37,886,47,917,109,2674
9,155,21,496,107,1572,31,740
8,142,20,539,22,491,40,1252
4,126,28,878,58,1216,95,3004
12,205,6,116,105,2084,6,96
11,181,25,568,107,1932,177,3569
8,197,25,603,48,845,305,4601
7,147,56,1242,54,961,83,1969
15,200,19,578,88,1908,72,1977
10,136,7,175,32,636,121,1287
7,139,39,1021,63,1575,86,1986
9,137,7,170,14,340,90,1474
10,129,24,460,39,634,53,1092
8,171,31,698,68,1166,110,2436
10,178,26,562,43,777,35,853
11,270,16,466,91,2081,388,9249
21,256,14,297,134,2219,99,669
8,201,62,1441,79,1565,117,3340
14,192,10,190,56,812,98,2125
13,231,19,414,102,1716,148,2866
17,262,9,196,44,823,80,1826
11,182,29,652,24,398,57,1201
5,132,22,611,41,779,57,1783
15,253,26,354,59,1194,80,1726
18,305,16,272,56,959,124,2286
9,231,9,219,47,1017,67,1509
8,200,16,366,63,1158,99,2225
20,333,12,319,82,1461,109,1879
14,255,19,517,36,492,112,2231
15,324,20,480,46,682,166,2489
14,290,27,573,165,3493,7,105
15,300,14,281,3,104,75,1518
10,234,34,744,94,1368,136,3402
11,276,9,253,64,1104,88,2161
12,211,21,402,46,631,112,2556
8,180,25,882,62,1205,104,2020
8,161,36,843,29,355,47,1050
8,196,26,643,72,1208,79,1968
8,181,48,1411,33,831,96,2101
9,235,50,1440,75,1455,175,2691
6,102,27,715,78,1902,86,2300
5,159,15,316,62,1004,111,2580
11,211,69,1602,84,1607,153,3396
11,222,23,552,60,1405,79,1601
12,247,25,745,32,794,177,1680
10,224,18,454,23,540,64,1796
11,243,13,409,44,867,56,1699
11,215,20,514,60,1048,81,1693
7,152,24,438,82,1528,89,2275
9,177,24,559,77,1457,122,2348
9,168,17,359,12,160,75,1685
10,246,23,644,55,978,79,2134
13,259,22,494,79,1773,207,3866
9,187,23,590,94,1656,51,1481
9,180,22,461,25,373,57,1623
10,208,28,824,59,1416,128,2440
14,268,12,301,31,519,81,1588
19,298,25,485,60,1132,64,1269
14,264,22,595,91,1650,332,5686
10,235,21,476,57,957,81,2031
10,238,17,387,50,791,58,1573
9,154,70,1785,88,1551,200,4363
1,1,8,182,37,771,328,2219
12,275,29,621,27,507,42,1420
16,246,9,235,71,1160,436,2875
6,153,13,344,38,757,92,2118
14,200,17,223,36,543,108,1675
15,253,32,600,40,574,71,1237
11,251,25,564,62,975,211,3899
14,328,20,507,50,1081,97,2120
8,144,20,441,116,1901,102,2450
13,264,35,836,102,1982,225,2788
12,233,12,346,57,1379,79,1912
17,243,31,648,79,1790,217,2742
16,290,23,508,68,1188,70,1454
9,201,58,1322,22,464,97,2090
11,230,18,539,12,214,63,1676
7,155,29,567,37,779,90,2350
12,232,16,302,68,1614,283,2506
14,232,25,546,51,838,152,3277
11,240,36,873,113,2540,111,2808
13,276,15,423,45,705,79,1876
12,212,29,621,64,1507,387,5563
9,158,16,374,36,656,168,4180
11,259,19,594,29,656,245,5442
10,189,24,559,34,658,163,2383
15,255,19,394,73,1372,74,1421
13,286,16,413,80,1213,116,2587
17,249,9,240,32,777,34,701
11,232,24,549,55,890,115,2463
7,155,23,615,81,1486,122,3032
9,178,26,662,67,1454,114,2608
22,399,13,324,79,1701,102,1858
16,345,1,1,90,1441,527,4893
7,169,18,403,66,1079,243,1966
13,213,13,328,64,1189,61,1600
8,207,14,402,100,1829,120,3050
11,197,10,236,39,570,38,960
14,253,28,621,57,872,107,2330
8,129,33,755,70,990,122,2559
20,260,22,380,72,959,215,2904
10,179,41,796,46,853,108,1498
14,230,14,323,33,714,25,496
12,208,15,257,41,608,71,1394
13,156,15,306,14,308,34,669
15,252,45,741,38,636,168,3103
9,197,30,731,60,1046,98,2020
9,194,26,567,108,2193,60,207
8,190,16,517,66,1247,96,2460
19,200,14,360,57,1076,82,1774
8,191,31,940,93,1803,293,2930
8,160,22,413,69,1183,107,2827
6,153,29,648,122,1682,133,3281
8,165,17,440,243,2919,124,2838
10,222,34,824,80,1482,86,2149
13,208,15,402,35,889,7,90
17,247,5,63,3,32,11,159
6,105,46,831,50,911,69,1371
7,185,1,1,41,653,111,2226
9,198,24,640,63,1416,29,875
13,225,18,386,103,1523,61,1479
16,282,18,390,119,2408,6,90
11,259,26,1118,85,1678,351,10438
11,272,22,611,69,955,127,3394
6,136,13,327,42,1014,132,2298
9,203,17,408,52,956,107,2106
11,275,23,577,29,304,88,2850
10,259,31,883,83,1514,66,1673
8,137,18,619,41,858,63,1833
14,290,37,922,47,660,66,1671
7,159,25,740,153,2401,45,1471
15,259,25,643,81,1546,66,1467
12,261,22,643,78,1251,140,3891
11,264,43,1122,65,1031,103,2644
12,94,21,279,29,386,87,1108
11,324,50,1594,101,1966,211,4404
30,232,12,246,97,2052,8,158
17,372,50,1124,94,1739,147,2884
12,197,15,425,35,801,222,2705
11,209,17,369,98,1637,93,2113
21,178,25,376,67,1046,63,831
10,268,19,464,39,658,169,3792
10,194,48,1342,29,544,211,3077
14,303,18,431,51,865,65,1727
8,197,42,1159,75,1623,189,1059
9,181,29,683,51,1000,57,1229
11,196,36,879,135,2789,112,1856
11,202,34,863,291,1153,102,1892
10,184,33,707,36,587,43,1046
17,384,11,342,55,994,74,2108
10,233,41,829,48,568,109,2476
12,202,42,731,47,661,136,1977
10,242,17,390,36,569,58,1342
6,126,15,401,128,2963,15,362
8,187,14,345,18,280,44,656
15,206,16,373,4,52,28,615
2,225,29,800,30,574,103,2586
9,239,12,294,2,31,88,2546
11,212,23,532,74,1387,189,3648
9,198,65,1510,34,591,77,1804
13,224,4,56,5,70,236,4230
20,229,17,185,106,1636,170,2115
10,153,25,672,87,1486,65,1227
16,250,11,258,39,546,108,1979
16,245,12,251,32,471,111,2118
1,1,25,552,81,1667,162,3467
17,240,17,391,47,1025,205,2070
14,309,18,570,71,1527,45,1021
10,211,16,442,51,771,158,2705
11,264,19,527,71,1375,132,2462
9,234,22,709,17,312,58,1809
7,150,22,426,91,1605,216,4543
10,107,27,384,2,24,54,958
11,254,36,847,51,817,272,2902
10,247,18,456,94,2287,808,7829
11,228,54,1289,138,3543,54,1014
8,196,21,553,33,572,98,2146
10,244,18,464,56,1324,179,2710
8,197,14,386,80,1337,92,1680
16,284,2,28,6,95,89,2129
14,270,16,372,81,1446,244,3131
15,227,13,292,67,1202,104,1952
15,257,12,261,22,536,180,4186
6,157,21,522,34,657,93,2308
