sentences_ref,words_ref,sentences_intro,words_intro,sentences_mat,words_mat,sentences_conc,words_conc
12,215,15,326,45,635,59,1086
10,187,25,588,56,669,115,2413
10,219,35,967,46,798,159,3495
9,198,23,545,72,1109,101,2263
11,223,3,42,2,25,7,149
11,246,31,659,41,814,55,1160
12,155,16,317,40,784,20,507
10,263,18,447,82,1234,138,3041
13,189,23,584,83,1908,115,2362
12,230,35,895,254,1608,156,3251
12,229,17,379,33,728,72,2811
8,199,16,396,76,1742,85,1760
19,264,12,255,49,869,99,1637
14,229,22,575,44,827,60,1311
8,182,35,897,108,1264,100,1992
12,328,38,944,100,2088,14,345
12,275,22,590,37,457,154,1793
8,138,17,255,25,500,60,1184
12,250,34,771,61,1010,149,3269
9,228,21,448,129,2782,210,3962
7,147,44,938,47,874,263,1767
10,221,33,871,63,1703,26,659
10,195,40,1072,76,1284,46,961
18,270,5,50,4,74,11,153
10,156,7,154,42,997,301,678
12,215,34,800,45,743,96,2036
12,245,19,445,58,1206,77,1911
15,216,11,270,45,887,53,1197
12,159,30,588,106,1911,104,1883
8,167,26,639,65,1101,171,3765
10,243,15,424,146,2670,160,3261
15,313,28,545,96,1402,42,968
12,225,39,1074,43,978,191,4468
14,227,19,416,33,783,262,1878
13,214,24,559,43,832,64,1363
12,235,18,419,33,624,97,2347
10,186,18,435,41,944,92,1922
1,1,17,441,37,812,58,1443
11,151,10,190,23,462,27,500
8,233,19,436,94,2012,177,3610
11,203,22,465,97,1817,51,1322
10,205,14,323,31,510,55,1238
16,228,18,379,43,971,64,1501
11,216,19,559,59,1068,32,965
9,194,12,283,65,1126,109,2396
9,209,20,346,99,1642,161,3266
9,162,29,690,153,2803,113,2666
10,265,23,603,75,1335,47,1419
9,137,24,445,68,925,122,2299
8,137,25,441,51,849,78,1681
11,165,13,233,58,848,34,898
9,246,15,428,28,536,228,2093
13,206,25,469,40,651,108,2175
7,243,26,768,140,3009,11,288
9,198,4,122,55,1490,46,1232
11,185,21,522,33,567,127,2266
7,151,40,1056,81,1876,258,3644
6,104,28,777,125,2529,54,1125
17,309,3,51,4,62,81,1988
11,177,25,416,35,538,84,1447
11,162,19,316,45,715,163,2011
7,148,25,469,37,613,233,3240
11,300,10,377,30,469,110,3198
6,195,20,444,59,1885,46,1108
8,167,18,419,100,1347,98,2359
10,258,18,458,44,674,254,4189
13,243,16,446,25,479,25,675
13,257,38,713,137,2346,139,1888
11,219,42,1089,86,1540,189,3891
8,302,34,1212,201,5442,5,146
12,223,10,273,44,975,69,1288
9,162,20,576,32,455,60,1433
12,235,29,455,24,258,101,2346
17,282,19,393,27,695,73,1603
8,153,44,839,69,1051,281,3385
12,257,27,541,66,934,122,2452
18,228,27,485,70,1157,122,2192
10,242,19,502,74,1490,100,2141
11,229,24,521,44,905,82,1961
14,139,21,384,81,1365,112,1413
9,160,17,350,29,525,53,1041
16,303,20,445,24,438,38,936
11,160,21,528,71,1343,86,2021
20,183,17,374,50,1078,135,2170
11,179,30,469,28,537,43,843
11,249,52,1499,61,1500,146,2939
12,201,19,323,26,571,139,2474
10,192,19,436,153,3108,94,2144
13,253,32,725,53,794,152,4149
8,205,30,710,50,834,117,2509
10,245,9,242,31,569,48,1165
12,230,18,529,153,3317,5,84
14,302,23,555,34,905,112,2787
11,212,12,274,15,176,121,2175
12,246,28,648,66,875,206,3463
12,323,3,77,3,69,32,988
15,243,14,467,40,867,126,2701
19,278,1,1,34,833,127,2644
9,220,12,295,8,147,71,1292
10,156,35,881,178,4151,56,1069
11,194,18,483,38,715,17,360
9,181,15,319,167,2799,378,5877
9,211,33,804,129,1601,122,2492
10,221,10,262,35,463,116,3064
12,248,31,814,31,631,286,2970
1,1,16,301,39,710,149,2571
7,189,32,710,56,847,90,2031
11,249,20,452,47,738,98,2302
19,262,13,270,36,459,42,682
12,253,29,695,43,749,68,2163
11,208,13,277,52,1024,125,2286
14,265,34,730,66,1117,71,1660
8,147,27,605,50,709,147,2544
8,256,19,541,35,382,70,1641
12,264,38,859,86,1210,21,514
14,238,19,371,19,246,82,1820
10,245,26,879,59,1386,66,1998
5,128,12,408,32,512,49,1097
16,371,24,631,54,1016,64,1577
9,202,35,631,132,1679,173,3708
7,209,20,545,41,714,136,3468
11,221,20,412,58,956,108,2013
11,242,10,277,30,549,47,1362
8,158,23,681,78,1222,154,3596
17,204,23,414,13,267,69,1022
10,250,22,750,29,592,44,1313
11,246,35,673,69,1069,71,2182
8,185,11,361,94,1989,158,3140
9,252,23,739,71,1098,74,2548
19,198,35,606,47,632,195,2303
10,200,18,331,94,1297,141,2704
15,284,64,1090,32,572,216,531
13,206,17,411,39,649,57,1552
8,176,17,346,32,610,121,2669
10,212,12,252,21,297,63,1506
8,251,17,472,85,1527,68,2007
15,328,14,390,61,1117,34,730
12,155,17,365,90,1468,11,157
10,225,19,434,79,1348,115,2654
11,250,23,642,29,530,46,1314
9,230,56,1007,78,1376,62,1271
8,189,36,995,39,770,72,2105
7,152,27,823,45,736,93,2108
5,120,27,655,49,967,98,499
9,199,46,1133,175,3240,204,3526
19,252,11,257,32,623,65,1202
11,252,15,445,48,786,89,2046
9,214,20,382,68,1058,94,2117
16,250,68,1744,18,286,103,2467
10,204,30,739,56,722,69,1792
15,260,33,732,81,1310,148,2490
9,204,24,571,30,615,55,1362
11,195,26,650,45,708,76,1544
17,264,19,444,115,2255,159,3041
16,218,13,323,60,1110,91,1814
9,161,20,321,68,1354,5,62
12,164,19,445,53,1057,131,2650
12,361,33,1125,49,700,109,3112
7,199,26,597,61,1152,68,1881
14,292,22,488,100,1995,4,89
10,247,25,613,49,666,89,2018
18,246,26,396,30,480,137,2420
11,232,36,851,38,928,39,1048
19,257,43,777,61,816,157,2694
13,252,17,391,64,1116,134,2389
17,180,10,208,5,61,44,874
8,203,29,750,43,728,117,2750
10,215,17,502,68,1064,84,2198
11,188,12,277,45,772,114,1598
11,330,21,685,148,3757,184,4815
6,135,18,395,57,1112,6,113
11,273,10,234,39,745,56,1267
8,182,14,435,50,1249,34,1021
8,125,34,668,292,5507,16,276
17,252,17,468,53,1036,144,2998
12,250,19,497,45,799,56,1708
11,222,44,957,143,1947,120,2628
15,260,16,364,33,645,43,1075
14,223,23,324,54,1038,56,1035
12,223,20,417,42,829,276,2761
9,164,26,604,128,3029,8,184
9,209,22,530,63,1193,130,2964
15,207,12,291,50,868,79,1376
9,156,13,389,36,787,55,1424
12,227,31,599,48,788,76,1502
11,248,24,644,46,1087,92,444
7,148,33,746,36,495,77,1125
10,259,47,1240,72,1425,128,3364
7,186,20,604,28,333,115,1786
15,253,24,481,69,1356,119,2615
9,123,24,862,72,1333,74,1770
15,264,28,576,48,677,90,1989
8,201,11,377,118,1910,122,2580
11,216,25,643,143,2991,135,3492
11,238,45,1018,40,661,117,2274
11,252,16,326,38,687,113,2332
15,238,21,422,107,1748,50,252
11,250,25,609,29,406,79,1847
14,220,25,506,32,504,114,1849
8,95,32,693,54,1106,66,1397
13,224,33,623,81,1285,109,1712
11,286,8,185,23,585,52,1194
8,172,17,343,55,815,87,2045
8,152,18,521,42,715,116,2973
12,225,24,519,35,737,144,1839
17,245,37,587,109,1539,165,2664
9,140,10,249,61,1135,178,3587
9,173,33,709,148,2185,106,2685
16,204,18,440,85,1187,99,2005
8,158,21,592,61,1371,198,3625
7,144,19,477,41,768,90,2326
11,242,25,656,42,731,196,4003
8,142,38,845,102,2085,87,1347
15,245,14,282,51,1136,130,5034
5,108,16,394,31,432,18,451
9,208,13,330,81,1282,64,1694
1,1,21,482,12,239,129,1593
9,231,28,842,33,807,153,3974
12,330,18,585,131,2989,12,395
11,228,12,343,49,1228,71,2327
20,217,18,453,51,972,89,1457
11,233,37,923,58,745,81,2002
13,241,36,830,15,302,101,2028
10,144,17,436,20,300,76,1238
7,115,18,438,17,346,66,1503
7,177,16,482,9,138,91,1809
11,244,26,636,34,594,106,2207
8,151,26,571,78,1627,120,2544
1,1,41,1139,32,929,67,1879
12,238,4,82,3,46,7,117
14,240,21,449,41,681,323,2401
9,190,14,373,98,2425,73,1410
20,238,11,291,40,919,41,945
15,251,19,474,56,796,55,1357
10,200,26,657,78,1362,186,4345
21,240,38,804,65,899,160,2424
13,219,14,399,46,1010,244,2824
7,139,30,747,69,1785,117,2690
8,147,15,335,159,3616,5,100
8,159,17,432,29,398,128,2994
8,201,32,796,40,604,74,1913
8,197,14,369,147,2660,83,2450
17,246,26,680,54,960,119,3013
14,247,28,804,31,645,65,1565
13,302,36,930,51,817,121,739
13,238,24,529,39,911,41,857
6,91,15,324,23,543,79,1607
8,193,22,515,35,537,97,2813
19,234,13,372,56,1219,69,1523
7,140,19,453,26,563,119,2359
9,145,11,454,5,75,36,1017
9,186,25,533,45,594,75,1511
11,277,38,916,34,648,139,2773
22,293,3,42,5,87,72,1422
13,231,13,352,48,893,102,1166
11,215,35,807,57,981,31,752
12,162,19,470,79,1592,26,374
8,157,25,727,22,404,203,4995
11,207,32,685,52,1009,115,2201
7,195,14,345,56,866,50,1175
12,178,29,532,57,976,123,2400
7,136,3,29,2,37,69,1471
12,257,20,447,19,348,93,2134
10,190,26,536,52,1019,453,4726
5,138,30,710,265,2283,165,3463
11,205,20,384,50,1028,110,2636
9,210,16,416,70,1268,166,4102
13,255,19,454,21,469,63,1564
12,239,27,713,16,319,88,1954
13,188,26,565,71,1292,196,3296
11,198,28,489,57,794,23,425
17,252,21,402,53,987,44,1017
9,212,3,57,4,72,4,90
17,252,10,216,22,610,103,1083
6,144,15,423,39,877,61,1625
10,141,23,531,26,635,218,2374
10,158,4,59,2,25,94,2099
13,159,18,315,137,1885,47,635
8,151,14,418,78,1436,12,348
18,428,18,425,57,1161,64,1411
17,320,21,680,85,1847,63,1540
12,214,2,22,5,48,680,2958
13,139,37,653,71,940,173,2230
12,266,16,428,58,1040,116,2471
11,295,39,1056,188,3612,180,699
25,258,20,510,40,954,92,1626
9,197,18,519,37,979,70,1818
5,146,9,258,118,2681,51,1226
15,254,23,376,21,287,111,2075
13,233,24,558,30,535,8,176
7,143,35,729,23,339,262,4335
8,177,16,374,32,531,47,1266
10,225,31,730,30,442,60,1333
6,99,13,279,34,517,37,794
10,195,23,415,76,1269,157,2750
12,243,3,47,4,60,79,2228
10,238,24,459,47,940,89,1479
7,161,29,699,36,639,108,2027
9,188,12,355,41,787,62,1287
8,206,18,426,14,273,60,1550
11,198,27,618,182,3179,106,2442
8,206,24,616,92,1608,119,2762
9,237,10,293,57,862,73,1802
13,201,41,654,53,776,133,2207
12,246,20,501,109,1925,343,4381
16,274,17,358,66,1227,175,3525
12,182,28,477,95,1567,331,5701
7,178,22,416,59,863,96,1619
17,258,10,167,118,2370,12,206
13,250,21,459,135,1948,100,2089
13,191,3,27,3,27,62,1371
16,253,15,383,39,829,104,2573
25,260,48,1024,64,1150,85,1469
20,242,21,430,112,2153,220,4071
10,254,14,338,118,1766,158,4149
9,174,23,483,56,859,95,2043
18,270,11,214,86,1426,59,1342
1,1,16,313,48,1035,108,2153
19,314,19,441,75,1396,542,2106
13,248,15,337,48,1004,321,3703
21,226,31,726,54,1354,65,1297
14,252,4,65,4,52,98,1903
13,278,27,529,81,1653,273,2393
9,198,27,652,74,1426,94,2423
16,208,27,786,66,1165,90,1238
12,285,19,422,35,667,26,702
12,237,28,723,40,826,116,3115
15,254,25,648,43,767,102,2381
14,300,21,613,27,681,83,1952
10,159,18,379,62,1061,155,1719
10,252,20,615,514,1955,191,4783
13,246,35,818,65,903,86,2267
12,248,34,719,52,806,92,1715
15,280,11,293,33,848,87,1820
4,51,7,139,27,397,21,345
12,267,23,640,21,365,241,2462
12,250,17,415,41,689,127,3128
16,238,8,131,4,52,41,938
10,243,51,1027,42,574,85,1591
10,246,54,1349,64,1317,137,2173
13,245,27,530,39,570,96,1878
5,158,14,516,310,1924,123,3089
9,152,27,628,77,1380,150,3161
7,162,14,311,74,1163,166,3732
11,203,25,627,39,798,49,1158
8,165,17,403,107,1766,56,1322
12,242,12,278,62,1243,85,1682
10,118,27,364,54,540,83,766
9,251,31,916,63,1145,84,2292
19,291,9,230,44,1103,149,1918
10,205,27,816,39,985,52,1421
12,225,19,364,27,564,45,941
11,252,25,469,26,466,90,1415
12,255,75,1702,105,2073,287,3485
6,152,20,675,59,1229,42,1450
14,260,11,317,24,487,35,1231
22,245,28,566,51,759,187,2504
8,166,51,1167,79,1877,77,1705
10,234,11,293,71,1248,157,3664
9,192,30,546,75,1307,135,1306
1,1,32,748,55,1115,267,6988
5,113,14,336,113,487,18,342
11,154,43,681,259,2349,200,3776
8,172,49,1137,44,867,120,2694
10,262,12,296,30,573,94,2370
12,201,17,392,49,1117,106,1906
14,227,20,501,27,583,94,2628
19,226,18,238,68,1086,74,1200
10,252,15,335,31,506,171,2365
13,248,30,523,76,1108,213,3511
8,169,40,1002,40,810,40,506
9,154,34,827,47,1033,208,4283
12,258,7,175,31,722,88,2077
9,218,23,438,101,1797,50,1218
12,247,66,1722,49,1181,59,1552
11,217,26,542,58,1121,51,1149
8,152,22,522,46,909,73,1541
16,235,32,818,25,492,126,2149
8,165,23,562,42,640,62,1355
12,242,31,542,37,673,87,1579
9,206,20,374,14,272,226,3244
7,158,22,667,46,1090,72,1821
10,224,40,925,108,1892,86,2051
12,205,49,980,103,2007,114,2426
10,264,34,824,53,1184,79,2178
18,346,10,232,62,1285,75,1543
6,98,28,859,9,142,953,6189
15,207,15,214,37,567,46,853
7,201,1,1,88,1680,95,2126
9,182,32,717,141,2659,139,3604
15,252,21,505,34,811,57,941
8,128,26,435,26,386,148,2594
12,252,27,642,97,1591,37,834
13,215,16,306,47,809,202,3274
20,253,26,637,54,1069,135,1715
21,349,12,264,26,462,81,1909
10,161,22,588,167,2490,180,4429
12,203,8,210,10,179,158,2914
8,155,55,1500,195,5086,24,700
11,264,23,535,20,454,237,4286
13,190,18,328,42,687,65,1313
11,257,17,465,38,473,137,3344
12,306,32,912,62,1240,145,3874
16,298,30,800,102,1510,96,1984
7,159,26,691,40,739,184,3705
6,156,14,440,70,1108,109,2403
7,128,36,899,94,1617,84,2267
12,250,23,481,82,1441,107,2075
13,231,15,321,48,871,83,1711
8,181,27,528,54,943,94,1830
12,271,27,587,40,503,87,2006
19,255,6,160,34,576,132,2402
11,237,19,427,129,2058,147,3929
7,149,7,208,34,774,34,738
10,205,46,1212,49,1034,66,1625
12,297,17,458,57,754,143,2735
10,249,23,738,69,1578,207,5440
9,205,14,439,25,415,79,1850
12,259,11,289,65,947,130,2401
15,198,91,1466,44,633,215,3830
14,250,16,297,36,630,58,1068
8,164,19,407,70,1609,6,120
8,184,24,519,24,590,69,1764
9,239,24,558,102,1739,101,2394
10,177,30,764,41,639,140,3090
12,198,28,546,56,761,215,2301
9,244,16,561,60,1492,198,3745
9,204,38,895,27,660,74,2177
11,252,17,467,120,1951,109,3777
8,192,19,493,8,150,37,919
7,153,25,675,46,791,117,2448
11,243,19,543,17,343,99,2536
9,141,22,435,167,2731,67,1244
11,234,21,491,38,682,156,2637
13,263,28,680,16,395,66,1639
15,238,12,276,56,685,59,1032
16,384,29,586,71,1164,90,1468
18,248,12,236,76,1594,83,1447
11,237,20,585,87,1927,138,3895
13,204,30,624,106,1961,256,2558
12,217,31,632,33,549,85,1613
14,212,20,291,52,530,84,1806
12,232,30,756,21,463,70,1726
9,224,21,633,68,1255,72,1907
7,259,11,287,48,880,20,670
12,132,35,682,41,558,71,1128
14,321,10,321,45,1030,33,1026
13,246,24,599,68,1187,206,3057
13,331,32,795,54,972,48,1332
21,240,34,806,57,932,40,997
1,1,3,76,16,242,10,155
16,247,24,506,45,1141,75,1248
13,203,35,489,81,1312,162,2809
8,176,28,762,30,484,124,3143
7,149,16,372,82,1339,167,3923
7,159,19,540,59,819,78,1883
13,180,22,498,14,366,89,1863
9,169,12,277,49,797,64,1461
15,246,5,73,37,583,2,25
10,195,18,551,11,145,48,1210
14,232,5,79,5,78,73,1180
12,259,24,585,57,1201,156,3945
13,228,18,505,34,826,150,2097
15,239,17,494,36,690,78,1779
11,258,22,602,28,460,169,3411
10,249,18,493,32,472,37,1056
7,100,49,960,39,538,182,3469
6,140,29,651,28,468,101,2460
8,153,8,180,61,1166,194,2649
16,226,18,401,46,610,130,1637
9,219,16,483,34,748,65,1529
13,240,20,483,36,891,48,1423
14,205,24,502,18,245,140,2062
12,238,15,345,45,951,45,1282
9,203,19,479,129,2223,22,422
9,237,12,262,36,713,89,2870
13,272,29,623,86,1257,153,2452
10,248,18,574,79,1423,155,3636
7,142,20,590,175,3398,5,88
17,246,21,482,78,1333,145,2902
6,140,13,394,105,2183,105,2059
9,209,31,680,23,311,128,1748
9,142,14,324,33,619,91,1649
10,216,18,390,177,2218,84,2189
14,200,10,300,45,919,156,1646
14,261,27,643,54,988,54,1171
9,233,28,754,35,472,154,3926
7,239,25,804,48,920,78,2003
9,151,22,543,81,1692,137,2573
6,111,47,1266,52,987,228,3180
12,240,32,628,55,773,91,2204
16,243,9,174,57,1377,96,2209
15,246,10,255,46,779,223,3138
7,201,27,702,74,1526,261,3291
17,224,20,486,38,745,82,2032
7,180,14,358,42,730,86,2206
9,190,21,522,33,526,99,2610
16,365,34,808,39,701,119,2901
10,185,22,438,65,1156,97,1919
9,199,30,903,91,1372,80,2383
12,249,15,318,41,835,54,958
13,199,18,252,32,673,35,200
1,1,13,216,23,296,33,629
11,242,6,179,33,621,94,2262
13,255,27,585,51,1188,74,1709
13,223,15,331,28,594,74,1678
11,259,16,453,18,309,120,2473
14,232,19,352,9,107,89,1845
10,231,41,986,62,902,187,3984
8,198,23,696,50,679,49,1463
17,170,35,349,111,1814,210,2589
12,263,14,382,28,446,40,1082
10,225,22,517,39,707,80,1954
13,225,18,503,26,496,109,1714
12,194,8,198,32,611,51,1190
14,205,24,481,36,670,107,2084
8,183,20,422,36,596,33,794
10,215,28,617,94,1562,29,628
8,171,19,464,42,1082,69,1659
12,309,35,781,132,2446,218,4523
20,217,16,360,18,402,54,990
9,205,23,527,47,873,64,1574
12,247,25,651,95,2013,99,2057
12,297,24,641,65,1153,86,1954
10,281,26,771,31,625,70,1597
8,195,30,643,11,195,32,875
11,248,24,543,61,772,173,4218
5,99,11,294,29,431,35,1054
8,186,36,830,115,2395,6,163
15,282,29,583,31,502,88,1519
5,112,29,754,29,785,127,2764
10,247,17,364,21,395,90,2093
13,285,29,750,1,1,93,2111
12,248,4,52,3,58,187,1424
7,149,25,675,70,1841,125,2861
18,258,12,294,58,943,70,1484
13,241,19,430,39,886,112,2032
12,251,7,222,24,729,129,2548
9,197,19,507,20,375,43,1174
7,191,19,456,65,864,64,1298
9,191,35,942,47,979,139,2858
8,138,14,413,32,802,50,1554
10,186,30,818,136,2268,141,2670
11,182,21,344,47,696,50,975
9,195,35,833,28,491,37,914
12,254,52,1477,96,1672,236,5515
9,187,18,461,87,1602,54,935
11,243,20,515,59,922,319,3017
15,261,27,460,97,1257,132,1477
9,252,32,807,33,644,110,3163
13,245,18,398,34,508,145,2481
14,154,49,894,100,1884,107,2152
10,185,10,275,51,1116,79,2008
14,266,42,867,64,748,110,1953
14,260,28,530,18,358,85,1742
10,287,18,630,41,1025,80,2519
12,253,17,426,35,646,46,1273
13,284,13,419,81,2074,67,1463
10,183,13,314,49,1027,102,1917
13,255,34,703,28,585,117,2510
7,157,16,478,56,1053,97,2502
6,129,22,667,31,561,123,3539
12,201,37,817,52,927,121,2523
5,105,17,392,27,439,129,2307
7,164,39,987,75,1206,141,3881
7,130,27,618,26,669,85,2016
17,339,37,812,61,1189,136,2486
9,183,17,454,55,859,68,1618
20,241,33,806,39,901,50,1091
9,229,21,650,56,1299,634,2900
7,128,29,582,38,566,72,1596
7,206,11,186,26,469,33,914
6,84,40,1079,120,2358,281,975
11,138,20,457,47,654,28,602
16,252,2,55,6,92,10,112
11,252,29,760,88,1590,447,9095
11,219,41,903,33,715,222,3337
13,246,13,345,59,1534,62,1563
8,152,18,364,63,903,73,1390
22,302,23,658,113,2021,136,3483
19,241,3,36,6,70,12,142
8,155,26,634,28,554,96,2448
8,160,26,844,115,1136,6,210
10,198,16,348,16,298,159,2630
10,223,20,483,52,1285,204,2155
9,146,28,480,40,940,107,2447
13,253,19,489,41,827,61,1427
6,172,14,418,130,3119,17,400
22,255,11,171,3,55,79,1636
7,163,34,975,99,1778,111,3051
6,103,17,360,28,503,49,1037
15,270,25,657,81,1746,236,706
12,216,13,290,50,811,151,3330
9,185,28,879,70,1640,105,2124
9,208,18,414,35,608,61,1258
6,196,12,371,62,639,4,65
7,118,46,1056,38,709,54,1084
16,339,13,226,84,1794,8,153
20,229,7,193,36,900,79,1573
13,203,52,1502,146,2720,114,1904
9,188,24,597,35,700,43,1415
9,255,19,564,96,1422,197,3418
12,214,37,747,42,762,119,2778
8,181,19,504,64,1190,70,2055
6,96,18,457,27,648,556,4702
9,166,28,614,215,3069,96,2796
10,200,15,351,71,1062,86,1660
21,213,39,561,31,450,175,2519
16,285,19,450,64,1032,205,3335
12,201,27,706,168,3015,14,308
9,216,28,654,48,921,90,2173
8,198,18,442,69,1224,95,2246
11,209,70,1596,63,879,209,3436
9,156,16,384,158,3115,172,4361
12,248,32,730,6,104,35,614
12,262,50,1155,61,1414,223,5234
12,234,15,433,67,1608,129,2238
11,215,23,495,48,1059,97,1884
12,255,16,412,77,1425,104,2807
6,142,12,228,31,539,66,1614
9,167,12,275,54,807,61,1085
8,147,31,644,110,1966,123,2684
11,240,17,520,66,1195,94,1740
10,173,9,237,28,557,425,6569
14,256,27,600,197,2191,96,2093
8,184,3,71,3,29,86,2053
10,265,27,723,69,1183,113,3203
11,168,35,555,94,1018,90,1499
10,198,35,828,61,1158,214,4322
15,293,36,976,90,2065,21,376
10,246,28,643,49,944,57,1380
7,186,33,844,57,1022,63,1478
9,196,1,1,60,1192,128,2227
8,144,24,507,88,1491,18,188
14,259,13,371,39,802,108,2439
11,205,23,647,38,718,27,545
15,221,22,580,133,2758,10,223
25,283,16,390,31,581,128,3008
6,188,25,821,137,2280,102,3504
14,150,33,487,44,614,208,2209
9,206,20,570,47,874,78,2115
12,344,17,382,30,526,47,1340
8,211,25,618,27,553,108,3332
10,228,20,470,63,1227,34,878
6,118,18,354,19,307,299,5098
9,194,15,274,27,571,76,1849
16,195,20,454,35,698,138,1886
9,124,27,671,66,1501,161,2548
6,160,16,446,55,1482,2,43
8,141,33,792,82,1411,108,2676
10,99,13,243,79,1220,154,2753
12,211,26,598,61,1110,58,1447
11,215,11,286,30,531,63,1162
13,241,10,221,67,1175,234,2437
22,343,21,519,31,755,86,1623
10,234,47,891,193,3241,11,175
14,257,28,628,119,1777,102,2213
9,198,27,787,41,746,80,2125
10,252,19,436,53,1021,138,3481
15,296,27,454,73,1553,47,963
8,203,13,474,75,1819,144,3421
11,226,19,409,126,2285,225,4765
8,177,25,635,52,916,64,1777
7,142,16,316,36,753,117,2669
15,204,54,1048,62,1126,154,1794
8,199,13,340,23,455,23,528
13,257,22,525,90,1564,95,1615
9,211,26,676,48,874,104,2433
11,257,25,559,61,1275,92,2092
8,234,16,442,72,1294,421,3420
16,290,23,504,46,688,39,857
12,165,35,530,39,586,79,1234
9,160,17,413,63,862,183,2750
10,176,33,607,27,427,298,2359
16,206,16,250,55,690,16,216
10,231,18,380,129,2071,187,4367
10,202,29,677,28,516,54,1205
8,155,15,418,19,355,61,1563
5,119,50,913,41,761,241,4663
12,190,20,372,94,1942,3,80
13,266,13,300,53,1006,66,1647
8,181,27,687,20,308,110,3155
15,250,16,488,48,1281,69,1675
9,193,15,425,110,1705,73,1736
11,195,16,372,50,945,63,1231
14,266,19,433,24,355,257,2954
7,160,12,296,27,664,73,1910
15,284,32,622,394,996,121,2994
8,202,16,408,23,554,96,2057
9,215,30,747,61,869,95,2906
14,207,22,489,58,921,80,1618
8,148,21,403,197,3328,55,585
11,213,19,410,39,767,107,1974
12,260,21,548,21,375,178,3205
7,188,14,332,39,899,96,1986
9,187,18,407,36,851,70,1431
24,262,19,415,45,887,72,1266
13,266,13,296,46,1132,78,1651
16,245,15,378,97,1508,87,1659
10,238,18,515,74,1437,21,372
10,266,8,197,34,592,153,3174
13,255,22,536,10,183,94,2208
9,165,14,282,35,757,46,1004
9,153,34,701,55,513,92,1607
21,379,4,91,6,128,96,2141
17,218,11,141,62,1260,279,3857
13,207,26,660,62,954,163,2832
15,268,18,359,59,1357,81,1700
23,346,25,648,99,1245,104,1604
9,254,19,534,43,904,58,1503
10,205,16,357,62,1205,88,1754
10,149,14,399,24,436,69,1450
1,1,4,51,7,157,8,180
24,215,19,322,64,1076,162,1959
14,258,23,529,83,1639,70,1789
12,251,20,511,33,581,61,1387
8,151,31,982,60,1513,63,2017
9,210,27,607,74,1126,62,1616
1,1,3,120,21,522,513,2054
11,208,31,653,69,1297,39,1126
11,200,35,634,115,1681,131,2519
13,242,27,643,31,685,101,1633
17,258,56,977,60,871,122,2405
13,243,25,549,65,993,97,2089
20,295,12,270,47,934,74,1574
8,174,25,551,61,1046,63,1517
13,210,22,583,55,951,50,1150
12,251,14,360,33,825,45,1128
7,127,40,882,40,691,73,1698
23,202,19,526,28,430,229,2685
15,241,14,423,16,400,74,1711
9,188,22,532,54,970,89,2055
10,204,10,324,67,1657,260,1811
14,251,23,530,29,395,105,1512
8,225,16,444,54,1153,121,2093
12,218,31,734,31,489,76,1622
9,238,18,516,57,1108,81,2154
8,171,17,467,38,720,124,2756
14,266,20,473,80,1449,234,4907
10,183,23,616,69,1360,190,3018
8,153,1,1,49,1198,97,1933
16,266,28,658,81,1254,249,2506
11,255,11,282,4,68,158,1393
12,255,26,513,53,895,124,1888
9,177,25,660,61,972,106,2430
11,255,30,833,52,1087,128,3390
7,155,53,1275,58,1141,78,1711
1,1,20,608,62,1652,73,1653
9,228,24,675,180,3604,32,525
11,217,20,547,75,1991,143,3556
12,251,43,1051,65,1252,171,2579
13,226,6,148,22,416,114,2298
13,248,18,402,23,365,73,1922
10,158,20,338,17,272,105,2085
14,204,15,384,27,514,296,2590
14,303,5,74,4,97,41,921
11,194,16,444,40,841,63,1401
12,250,21,510,55,1053,271,3135
16,212,45,940,80,1278,79,1753
16,196,11,258,31,577,68,1187
7,154,29,580,50,777,124,2046
7,145,28,603,81,1576,98,2270
14,259,32,732,40,564,114,2391
10,250,27,647,42,823,110,2389
7,141,10,225,8,185,40,1017
9,221,10,229,84,1497,30,1025
11,192,29,682,32,546,142,3219
10,156,22,584,54,835,108,2231
25,249,20,436,61,1262,151,2274
9,187,11,312,63,1233,51,1220
11,290,44,904,127,2095,97,2046
12,224,28,584,36,624,57,1499
9,246,28,794,69,1270,41,1497
11,245,21,594,42,787,74,1966
16,258,18,407,2,10,171,3387
8,157,20,504,117,2028,87,2221
11,252,18,481,34,620,50,1595
8,157,29,717,208,3331,84,2219
15,254,16,348,53,1046,83,1965
14,263,18,373,36,537,75,1653
13,279,22,438,4,68,80,1950
14,272,19,547,31,674,132,2553
12,238,51,1103,98,1667,172,4135
10,202,19,503,37,842,364,3059
13,244,22,462,68,1177,119,2614
8,248,14,539,48,715,81,2114
10,209,23,495,78,1433,161,3416
9,203,32,820,69,1194,92,1922
11,209,40,910,32,460,77,1973
7,163,25,610,42,772,167,3682
11,249,17,510,38,821,50,1345
9,192,27,704,23,334,144,3115
12,259,16,424,83,1205,230,4915
7,152,57,1757,67,1300,212,2965
10,140,3,39,2,22,7,86
15,234,30,658,64,1086,85,1927
13,226,24,666,175,2908,7,147
8,157,24,510,18,334,56,1280
11,257,40,1041,72,1352,12,254
13,232,10,174,31,574,181,1862
11,153,7,131,56,1005,170,2741
12,211,27,611,70,1156,152,2475
17,247,20,410,109,2026,179,3166
13,219,15,402,49,1647,64,1822
